product_id,language_id,name
1449,1,"Avalon Urea-L Cream for Dry Skin Conditions - 100ml"
1451,1,"Veet Hair Removal Cream for Dry Skin, 100ml"
1452,1,"Ultimate Care Soothing Intimate Wash - 250 ml"
1455,1,"Ice Cool Moisturizing Lotion - Multicolor 725ml"
1457,1,"Femfresh Ultimate Care Refreshing Intimate Wash - 250ml"
1458,1,"Vaseline Cocoa Radiant Body Lotion - 200ml"
1460,1,"Femfresh Refreshing Deodorant Spray for Intimate Areas 120ml - 1+1 Free"
1460,2,"بخاخ منعش للمناطق الحميمية من فيم فريش 120مل   1+1مجان"
1461,1,"Femfresh Ultimate Care Refreshing Deodorant Spray - 125ml"
1461,2,"بخاخ منعش للمناطق الحميمية بالعناية القصوى من فيم فريش - 125مل"
1464,1,"Nair Hair Removal Cream for Underarms and Sensitive Areas - 110g"
1464,2,"كريم ازالة الشعر من نير لمنطقة تحت الابط والمناطق الحساسة 110 جم"
1467,1,"Hair Detangling Brush 2090 - Soft Velvet"
1467,2,"فرشاة فك تشابك الشعر 2090 - سوفت فيلفيت"
1469,1,"Double-Sided Wooden Foot Rasp for Dead Skin Removal"
1469,2,"محك قدم خشبي ذو وجهين لإزالة الجلد الميت"
1470,1,"Cleansing Cotton Pads 120pcs"
1470,2,"شرائح قطن تنظيف 120"
1471,1,"Soft Velvet Pedicure and Manicure Set - Includes Nail Clipper and File"
1471,2,"طقم البديكير والمنيكير يحتوي على مقلم و مبرد اظافر من سوفت فيلفيت"
1472,1,"Soft Velvet Nail Clipper Set with File"
1472,2,"طقم مقصات أظافر مع مبرد من سوفت فليفت"
1475,1,"Vaseline Lip Therapy Lip Balm for Long-Lasting Moisture - 7g"
1476,1,"Nature Report Soothing & Moisture Aloe Vera Gel - 300ml"
1477,1,"UltraMax Solid Deodorant for Women - 73g"
1478,1,"Max Elegance Multi-Scented Nail Polish Remover"
1478,2,"مزيل طلاء الاظافر نكهات متعددة من ماكس ايليجنس"
1479,1,"Jardin d'Oleane Sugar Scrub with Argan Oil and Lavender Essential Oil - 600g"
1480,1,"Jardin d'Oleane Sugar Scrub with Argan Oil and Melissa - 600g"
1482,1,"Jardin d'Oleane Sugar Scrub with Aloe Vera Oil and Herbal Essential Oils - 600g"
1483,1,"Jardin d'Oleane Salt Scrub with Shea Butter and Lemon - 800g"
1483,2,"مقشر الملح بزبدة الكاريتي والليمون من جاردن دي اوليان - 800جم"
1484,1,"Jardin d'Oleane Sugar Scrub with Argan Oil and Turmeric Powder - 600g"
1485,1,"Jardin d'Oléane Sugar Scrub with Argan Oil and Orange Blossom - 600g"
1485,2,"مقشر السكر بزيت الاركان وزهر البرتقال من جاردن دي اوليان - 600جم"
1486,1,"Soft Lavender Moroccan Loofah"
1486,2,"&quot; ليفة مغربي ناعمة الخزامى&quot;"
1487,1,"Soft Medium Moroccan Loofah"
1487,2,"ليفة مغربي ناعمة متوسطة"
1488,1,"Mavala Double-Lash Eyelash Enhancer - 10ml"
1488,2,"مطول الرموش من مافالا  10مل"
1489,1,"Mavala Scientifique K+ Nail Hardener 5ml"
1493,1,"Essence Lash Princess Volume Mascara - Orange"
1494,1,"Soft Velvet Blush Powder (01)"
1494,2,"مسحوق أحمر الخدود من سوفت فيليفت(01)"
1495,1,"Lasting Performance Foundation 35ml"
1496,1,"Bourjois Healthy Mix Foundation - Shade 58 - 30ml"
1500,1,"Infallible Primer 35ml"
1501,1,"Max Elegance Professional Makeup Brush"
1501,2,"فرشاه مكياج احترافيه من max elegance"
1503,1,"Soft Velvet Facial Cleansing Needles for Blackhead Removal"
1503,2,"ابر تنظيف الوجه لإزالة الرؤوس السوداء - سوفت فيلفيت"
1504,1,"Soft Velvet False Eyelashes Collection"
1504,2,"تركيبة رموش صناعي من سوفت فيلفيت"
1505,1,"Office Professional Natural Lashes - Jenan 34"
1505,2,"رموش طبيعيه اوفيس بروفيشنل- جنان 34"
1506,1,"Soft Velvet Black Eyelash Glue - 7g"
1508,1,"Koji Unique & Soft Eyeliner Pencil - 01 Intense Black"
1509,1,"Eyeliner Pencil"
1509,2,"قلم تحديد العينين"
1517,1,"Soft Velvet Nail Glue - 10g"
1517,2,"غراء تركيب الأظافر من سوفت فلفيت 10 جم"
1518,1,"100-Piece Artificial Nail Set"
1518,2,"مجموعة اظافر اصطناعية 100 حبه"
1519,1,"Red Artificial Nail Set - 100 Pieces"
1519,2,"مجموعة اظافر اصطناعية احمر اللون 100 حبه"
1520,1,"Cocoa Butter Lip Balm - Brown 4.8g"
1522,1,"Carmex Classic Lip Balm"
1522,2,"مرطب شفاه كلاسيك من كارميكس"
1523,1,"Beesline Flavor-Free Lip Balm - 2 Pieces (1+1 Offer)"
1523,2,"مرطب شفاه خالي من النكهة قطعتين من بيزلين 1+1"
1524,1,"QV Lip Balm - 15g"
1525,1,"Carmex Refreshing Cherry Medicated Lip Balm - 10g"
1526,1,"Carmex Classic Medicated Lip Balm - 10g"
1527,1,"Carmex Medicated Strawberry Lip Balm - 10g"
1528,1,"Casanova Cassis Rose Body Mist - 235ml"
1530,1,"Prive Flirt Blossom Body Mist - Floral Scent - 250ml"
1530,2,"معطر جسم فلورت بلوسوم من برايف برائحة الزهور 250 مل"
1531,1,"Jessy Body Mist by Almas Perfumes - 150ml"
1531,2,"معطر جسم جيسي من الماس للعطور 150مل"
1532,1,"Almas Perfumes Illuminate Me Body Mist - 150ml"
1532,2,"معطر جسم اليومينت مي من الماس للعطور 150مل"
1536,1,"Listerine Fluoride Mouthwash - 250ml"
1537,1,"Optic White Sparkling White Toothpaste 75ml"
1537,2,"معجون الأسنان أوبتيك وايت سباركلنج وايت 75مل"
1540,1,"Max Elegance Original Lip Balm - 3.5g"
1541,1,"Toothpicks with Brush - 100 Pieces"
1542,1,"Trisa Toothbrush Medium 2+2 Free"
1542,2,"فرشاة اسنان تريسا متوسط الخشونة 2+2 مجانا"
1543,1,"Kids Enamel Protector Toothpaste 50ml"
1546,1,"Siwak-F Junior Fruit-Flavored Toothpaste with Kids' Toothbrush"
1548,1,"Vaseline Lip Therapy Rosy Lips - 4.8g"
1550,1,"Closeup Diamond Attraction Toothpaste - 75 ml"
1550,2,"معجون أسنان كلوس اب دايموند اتراكشن - 75 مل"
1551,1,"Signal Kids Toothpaste with Mint - 75ml"
1551,2,"معجون اسنان للاطفال بالنعناع من سيجنال - 75مل"
1552,1,"Signal Kids Toothpaste Strawberry - 75 ml"
1552,2,"معجون اسنان للاطفال بالفراولة من سيجنال - 75 مل"
1553,1,"Almas Perfumes Angel Secret Body Mist - 150 ml"
1553,2,"معطر جسم  انجل سيكرت من الماس للعطور150 مل"
1555,1,"Signal Toothbrush 1+1 Free - Soft"
1557,1,"For You Kids Toothbrush"
1557,2,"فرشاة اسنان للاطفال فور يو"
1560,1,"Oral-B Multi-Pack Toothbrushes 2+1"
1560,2,"فرشاة اسنان متعددة  2+ 1 من اورال بي"
1561,1,"FOREO Toothbrush"
1561,2,"فرشاة اسنان من فوريو"
1563,1,"Crest 3D White Brilliance Pearl Glow Toothpaste 75ml"
1564,1,"Crest 3D White Freshness Power Toothpaste - 75ml"
1564,2,"معجون أسنان كريست 3D وايت قوة الانتعاش من كرست 75مل"
1565,1,"Crest 3D White Luxe Perfection Intensive Toothpaste 75ml"
1565,2,"معجون اسنان ثري دي وايت لوك مثالي مُكّثف من كرست 75مل"
1566,1,"Sensodyne Nourish Naturally Fresh Toothpaste 75ml"
1566,2,"سنسوداين نورش معجون انتعاش طبيعي 75 مل"
1567,1,"AloeDent Anti-Stain Toothpaste for Smokers 100ml"
1567,2,"معجون أسنان ألودنت مضاد للبقع  للمدخنين 100مل"
1568,1,"Siwak F Kids Strawberry Toothpaste 50g with Free Toothbrush"
1568,2,"معجون للأطفال بنكهة الفراولة مع فرشاة أسنان مجانية من سواك اف 50 جم"
1569,1,"Closeup Red Toothpaste - 50ml"
1569,2,"معجون أسنان كلوس أب احمر - 50مل"
1570,1,"Colgate Kids Toothpaste 0-2 Years, Strawberry Flavor, 50ml"
1570,2,"معجون أسنان كولجيت للأطفال من 0-2 سنوات بنكهة الفراولة 50 مل"
1571,1,"Miswak F Banana Flavor Toothpaste for Kids with Free Toothbrush - 50g"
1571,2,"مسواك اف معجون بنكهة الموز مع فرشاة مجانية 50 جم اطفال"
1572,1,"Crest Charcoal Deep Clean Whitening Toothpaste - 75ml"
1574,1,"Crest Toothpaste 3D White Look Charcoal Power with Fresh Mint Taste -88ml"
1575,1,"J. Casanova French Vanilla Body Mist - 235ml"
1575,2,"معطر جسم فانيلا فرنسية من جي.كازانوفا 235مل"
1577,1,"Carlotta Lee Perfume for Women - 100ml"
1577,2,"عطر كارلوتا لي نسائي 100مل"
1579,1,"Brand Collection Men's Perfume 100ml"
1585,1,"Neutrogena Deep Clean Facial Cleanser Gel - 200ml"
1586,1,"Neutrogena Refreshing and Purifying Facial Wash - 200ml"
1587,1,"Max Elegance Red Primer 35ml"
1587,2,"برايمر احمر من ماكس اليجانس 35مل"
1588,1,"Bepanthen Moisturizing Cream - 30g"
1592,1,"QV Baby Moisturizing Cream for Dry and Sensitive Skin - 100g"
1592,2,"كريم مرطب للأطفال من كيوفي للبشرة الجافه والحساسه  100ج"
1593,1,"QV Wash 250ml"
1593,2,"غسول كيوفي 250مل"
1595,1,"QV Cream 250gm"
1595,2,"كريم كيوفي250جم"
1596,1,"QV Face Moisturizing Day Cream With SPF-75g"
1596,2,"كريم النهار المرطب للوجه من كيو في مع عامل حماية من الشمس-75ج"
1600,1,"Green tea mouthwash 110ml"
1600,2,"غسول الفم بالشاي الأخضر 110مل"
1601,1,"Green Tea Mouthwash 500ml"
1601,2,"غسول الفم بالشاي الأخضر 500مل"
1602,1,"Listerine Fluoride Mouthwash - 500ml"
1603,1,"Closeup Triple Fresh Formula Toothpaste 50ml"
1603,2,"معجون اسنان كلوس اب تركيبة الانتعاش الثلاثي50مل"
1604,1,"Sensodyne Gentle Whitening Toothpaste - 100 ml"
1604,2,"معجون أسنان تبييض لطيف من سونسوداين - 100 مل"
1608,1,"Sensodyne Complete Protection Toothpaste - 75ml + Free Mouthwash 500ml"
1608,2,"معجون أسنان سنسوداين حماية متكاملة - 75 مل + غسول للفم مجانا 500 مل"
1610,1,"Zig Zag Toothbrushes Medium Softness by Colgate"
1610,2,"فرش أسنان زيج زاج بالفحم بدرجة نعومة متوسطة من كولوجيت"
1611,1,"Extra Clean Toothbrushes, 2+1 Value Pack"
1611,2,"فرش اسنان إكسترا كلين، عرض 2+1"
1612,1,"Colgate Total Waxed Dental Floss with Mint Flavor - 25m"
1612,2,"خيط تنظيف الأسنان مشمع بنكهة النعناع من كولجيت توتال - 25متر"
1616,1,"Sunsilk Hair Styling Cream with Argan Oil 275ml"
1616,2,"كريم تصفيف الشعرصنسيلك بزيت الارجان 275مل"
1617,1,"Fair and Handsome Whitening Cream For Men 100ml"
1617,2,"كريم فير آند هاندسم لتفتيح البشرة للرجال 100مل"
1618,1,"Yoko Milk Facial Wash - 100 ml"
1618,2,"غسول الوجه بالحليب من يوكو 100 مل"
1619,1,"Yoko Yogurt Facial Wash - 100 ml"
1619,2,"غسول الوجه بالزبادي من يوكو 100 مل"
1620,1,"Wadi Al-Nahl Rose Oil - 125ml"
1620,2,"زيت الورد من وادي النحل 125مل"
1621,1,"Wadi Al-Nahl Bitter Almond Oil - 125ml"
1621,2,"زيت اللوز المرمن وادي النحل 125مل"
1622,1,"Nivea Fresh Energy Deodorant Spray for Women - 150ml"
1622,2,"بخاخ مزيل عرق فريش انيرجي من نيفيا للنساء 150مل"
1623,1,"Amla Kids Hair Oil, 200 ml"
1625,1,"Creme 21 Body Lotion Luxury Oud 250ml"
1626,1,"Creme 21 Body Lotion Deep Relax 250ml"
1631,1,"Eucerin Roughness Relief Cream - 454g"
1636,1,"O'Keeffe's Healthy Feet Foot Cream - 76g"
1637,1,"Illuminated Facial Exfoliator and Hair Remover"
1637,2,"جهاز تقشير الوجه ومزيل الشعر المضيئ"
1639,1,"Nubian Heritage African Black Soap Body Wash - 384ml"
1640,1,"St. Ives Apricot Hand Wash, 250 ml"
1640,2,"غسول اليد بالمشمش من سانت ايفز،250 مل"
1642,1,"Vaseline Hair Tonic & Scalp Conditioner 400ml"
1642,2,"فازلين تونك للشعـر و منعش لفروة الرأس 400مل"
1643,1,"Antiseptic Healing Cream for Diaper Rash and Superficial Wounds - 125g"
1645,1,"Johnson's Baby Shampoo 750ml"
1645,2,"شامبو اطفال جونسون  750مل"
1646,1,"Johnson's Baby Oil 500ml"
1646,2,"زيت جونسون للأطفال 500مل"
1648,1,"Glysolid Moisturizing Cream 125ml"
1648,2,"كريم ترطيب جليسوليد 125مل"
1650,1,"Original Glycerin Oil - 100 ml"
1650,2,"زيت الجلسرين الاصلي - 100 مل:"
1651,1,"Ultra Max Fresh Deodorant 28g"
1653,1,"Essentials New Look Fresh Deodorant - 71g"
1653,2,"مزيل عرق اسينشالز نيو لوك فريش - 71 جرام"
1656,1,"Sebamed Baby Wash 200ml"
1656,2,"غسول سيباميد للأطفال 200مل"
1657,1,"Sebamed Shampoo for Delicate Scalp 150ml"
1657,2,"شاميو سيباميد لفروة الراس الرقيقة 150مل"
1658,1,"Beauty Cream Bath Soap - 135g"
1659,1,"Closeup Toothpaste 160g Menthol Fresh"
1659,2,"معجون اسنان كلوس اب 160 جم ​​مينثول فريش"
1660,1,"Facial Pore Vacuum & Suction Device"
1660,2,"جهاز شفط الدهون من الوجه"
1661,1,"Invento perfume for women 25 ml"
1661,2,"عطر انفنتو للنساء25مل"
1662,1,"Invento Perfume for Women, Eau de Parfum, 25ml"
1662,2,"عطر انفنتو للنساء ، او دى بارفان ، 25مل"
1663,1,"Champion de Carlotta Eau de Toilette for Women by Carlotta, 100 ml"
1663,2,"عطر تشامبيون دي كارلوتا او دي تواليت للنساء من كارلوتا، 100 مل"
1664,1,"Brand Collection 123 Eau de Toilette for Women - 25ml"
1664,2,"عطر براند كوليكشن 123 او دي تواليت نسائي 25 مل"
1665,1,"Liberty Perfume by Carlotta for Men - Eau de Toilette, 100 ml"
1665,2,"عطر ليبريتي من كارلوتا للرجال - او دي تواليت، 100 مل"
1666,1,"Brand Collection 137 Eau de Parfum for Women - 25ml"
1666,2,"عطر او دي بارفان براند كوليكشن 137 للنساء سعة 25 مل"
1667,1,"Carlotta Sage Eau de Toilette for men, 100 ml"
1667,2,"عطر او دي تواليت سايج للرجال من كارلوتا بسعة 100 مل"
1668,1,"Brand 034 Eau de Toilette for Women - 25ml"
1668,2,"عطر براند  034 او دي تواليت 25 مل للنساء"
1669,1,"Brand Collection No. 145 Eau de Parfum for Men - 25ml"
1669,2,"عطراودو بارفان من براند كوليكشن رقم. 145 للرجال سعة 25 مل"
1670,1,"Miss Carlotta Eau de Toilette for Women by Carlotta, 90 ml"
1670,2,"عطراودي تواليت ميس كارلوتا من كارلوتا للنساء، 90 مل."
1671,1,"Carlotta This My Way Eau de Toilette Spray for Women, 100ml"
1671,2,"بخاخ او دي تواليت ذيس ماي واي للنساء من كارلوتا، 100 مل"
1672,1,"Carlotta Euphory Eau de Toilette for Men - 100ml"
1672,2,"عطر او دي تواليت كارلوتا يوفوري للرجال 100 مل"
1673,1,"Carlotta Rose The One Eau de Toilette for Women, 100 ml"
1673,2,"عطر اودي تواليت روز ذي ون للنساء من كارلوتا، 100 مل"
1674,1,"Carlotta Rouge Malachite for Women - Eau de Toilette - 100ml"
1674,2,"عطر روج مالاكيت للنساء من كارلوتا - او دي تواليت - 100 مل"
1675,1,"My Dear Perfume by Carlotta for Women, Eau de Toilette Single Pack, 100ml"
1675,2,"عطر ماي دير للنساء من كارلوتا، عبوة واحدة او دي تواليت بسعة 100 مل"
1676,1,"Carlotta Scandal Eau de Toilette Spray for Women, 100ml"
1676,2,"بخاخ او دي تواليت سكاندرال للنساء من كارلوتا، 100 مل"
1677,1,"Nature's Way Organic Coconut Oil - 453gm"
1677,2,"زيت جوز الهند العضوي من نيتشرز واي - 453جم"
1678,1,"I'm Sorry For My Skin Coma Mask Moisture"
1678,2,"قناع كوما لترطيب البشرة من ايم سوري فور ماي سكن"
1683,1,"I'm Sorry For My Skin pH5.5 Jelly Mask"
1685,1,"PH5.5 Jelly Mask From Im Surrey For My Skin"
1686,1,"M. Asam Magic Finish Makeup - 30ml"
1689,1,"Beausta Glossy Lip Tint & Gloss - Purple 4ml"
1689,2,"ملمع وملون شفاه لامع بنفسجي من بيوستا  4مل"
1690,1,"Biosta glossy lip color and gloss red 4ml"
1690,2,"ملمع وملون شفاه لامع احمر من بيوستا  4مل"
1691,1,"Biosta glossy lip color glossy orange peach 4ml"
1691,2,"ملمع وملون شفاه لامع برتقالي خوخ من بيوستا  4مل"
1692,1,"Glow & Lovely Anti-Marks Face Cream - 100g"
1694,1,"Egyptian Magic Skin Cream - 118 ml"
1694,2,"مرطب البشرة من ايجيبشن ماجيك 118 مل"
1696,1,"Katerina Olive Oil Extract Hair Color Shampoo - Black, 20 ml"
1698,1,"Lakme Collage Mix Blue Cream Hair Color 0/70, 60 ml"
1699,1,"Lakme Collagemix Cream Dye Mixed Colors 0/10, 60 ml"
1699,2,"صبغة كولاج كريمي اخضر من لاكمي  0/10 ، 60 مل"
1700,1,"Dove Hair Fall Rescue Shampoo, 200 ml"
1700,2,"شامبو دوڤ ضد تساقط الشعر، 200 مل"
1702,1,"Dove shampoo daily care 600ml"
1703,1,"Dove Daily Care Shampoo 200ml"
1703,2,"شامبو دوڤ عناية يومية 200 مل"
1704,1,"Dove Split End Rescue Shampoo 600ml"
1705,1,"Dove Nourishing Oil Care Shampoo, 600 ml"
1706,1,"Pastel Argan Oil Shampoo 400ml"
1707,1,"Keratin Smooth Shampoo for Dry and Frizzy Hair - 400ml"
1708,1,"Dove Intensive Repair Shampoo, 600 ml"
1708,2,"شامبو دوڤ  لإصلاح مكثّف، 600 مل"
1709,1,"Dove 2-in-1 Shampoo and Conditioner for Normal to Dry Hair, 600ml"
1709,2,"شامبو وبلسم دوڤ ٢ في ١ للشعر العادي والجاف،٦٠٠مل"
1710,1,"Sunsilk Shampoo for Smooth & Manageable Hair - 400ml"
1710,2,"شامبو صانسيلك لشعر ناعم وانسيابي - 400 مل"
1711,1,"Sunsilk Stunning Black Shine Shampoo, 400 ml"
1711,2,"شامبوصانسيلك  لمعان ساحر للشعر الأسود، 400 مل"
1713,1,"Sunsilk Strength & Shine Shampoo, 400ml"
1714,1,"Colgate Optic White Mouthwash - 500ml"
1717,1,"TRESemmé Botanix Shampoo and Conditioner"
1717,2,"شامبو وبلسم بوتانيكس من تريسيمي"
1726,1,"Foot Cream for Rough and Cracked Heel Care - 100 ml"
1728,1,"Round Cotton Pads - 80 Pieces"
1728,2,"مسحات قطنية دائرية 80 قطعة"
1729,1,"Jenson Cotton Makeup Pads, 80 Round Pads"
1730,1,"Nature Report Natural Rose Soothing & Moisturizing Gel - 300ml"
1730,2,"جل الورد الطبيعي لترطيب البشرة من ناتشر ريبورت - 300مل"
1731,1,"Olive Oil Hair Mask Cream - 1000ml"
1731,2,"كريم حمام الزيت بزيت الزيتون 1000مل"
1732,1,"Honey Hair Mask Cream 1000ml"
1732,2,"كريم حمام الزيت بالعسل 1000مل"
1733,1,"Coffee Oil Replacement Bath Cream 1000ml"
1733,2,"كريم حمام الزيت بالقهوة 1000مل"
1734,1,"Coconut Oil Hair Mask Cream 1000ml"
1734,2,"كريم حمام الزيت بجوز الهند 1000مل"
1735,1,"Avocado Oil Hair Mask Cream 1000ml"
1735,2,"كريم حمام الزيت بالأفوكادو 1000مل"
1736,1,"Krem Kap Face and Body Scrub and Whitening Cream 500g"
1737,1,"Feyzo Whitening Scrub Cream for Face and Body - 700g"
1737,2,"كريم سنفرة مبيض للوجه والجسم من فيزو 700جم"
1738,1,"Argan Oil Hair Mask Cream 1000ml"
1738,2,"كريم حمام الزيت بزيت الارغان 1000مل"
1739,1,"Tيسي Dental Floss"
1740,1,"Waxed Mint Dental Floss - 50 Meters"
1741,1,"Sunset Cafe Avalon Peach Unisex Perfume - 100ml"
1742,1,"Wadi Al-Nahl Sweet Almond Oil - 125 ml"
1743,1,"NIVEA Aloe Vera Body Moisturizing Lotion - 400ml"
1744,1,"Moroccan Nila Powder for Face and Body"
1745,1,"Turmeric Powder for Face and Body"
1745,2,"بودرة الكركم للوجه و الجسم"
1746,1,"OVAST Smart Hair Incense Burner"
1746,2,"مبخرة الشعر الذكية من OVAST"
1748,1,"Vatika Henna Hair Color - Black"
1749,1,"Sundoshine Vitamin E Oil for Skin and Face - 75ml"
1750,1,"Moroccanoil Bath Sponge"
1751,1,"Moroccanoil Bath Sponge"
1751,2,"اسفنجة استحمام من موروكان اويل"
1752,1,"Moroccanoil Bath Sponge"
1753,1,"Lacalut Whitening Toothpaste, 75 ml"
1755,1,"Radian Massage Cream 100g"
1757,1,"Hair Dye, Black - 6g"
1757,2,"صبغة شعر، اسود - 6 جم"
1758,1,"Sasha Original Japanese Hair Pins Box - Medium Size"
1758,2,"علبة دبوس شعر sasha ياباني متوسط اصلي"
1761,1,"Eyebrow Soap 25g"
1762,1,"Lifebuoy Lemon Fresh Body Wash 300ml with Loofah"
1763,1,"Crystal Hair Eraser"
1763,2,"ممحاة شعر من كريستال"
1764,1,"Signal Toothbrush For Kids 1+1 FREE"
1764,2,"فرشاه أسنان سيجنال للأطفال 1+1 مجاناً"
1766,1,"World Care Disposable Towels - Size 25*40 cm, 50 Pieces"
1766,2,"مناشف للاستعمال مرة واحدة من وورلد كير - مقاس 25*40  50حبة"
1767,1,"World Care Disposable Towels - Size 70*140 cm, 25 Pieces"
1767,2,"مناشف للاستعمال مرة واحدة من وورلد كير - مقاس 70*140  25قطعة"
1768,1,"World Care Disposable Towels - Size 50*100 cm, 50 Pieces"
1768,2,"مناشف للاستعمال مرة واحدة من وورلد كير - مقاس 50*100  50حبة"
1769,1,"Soothing Care Cream for Irritated Skin - 100ml"
1770,1,"Palmer's for Stretch Marks 125g"
1770,2,"بالمرز لعلامات تمدد الجلد 125جم"
1773,1,"Palmer's Coconut Oil Formula Hair Food Formula 250g"
1774,1,"Alfaparf Milano Keratin Therapy Shampoo and Conditioner Set, 250ml Each"
1776,1,"Dove Avocado Strength Shampoo, 200ml"
1776,2,"شامبو دوڤ قوة الأفوكادو، 200مل"
1777,1,"Avalon Peach Perfume by Sunset Cafe - 22 ml"
1778,1,"Lifebuoy Complete Soap 10, 125g"
1780,1,"Sunsilk Shine & Strength Hair Styling Cream 275ml"
1781,1,"Sunsilk Hair Styling Cream with Coconut Oil - 275ml"
1782,1,"Closeup Red Hot Toothpaste - 120ml"
1782,2,"معجون أسنان كلوس أب احمر - 120مل"
1783,1,"Start Makers Double-Sided Facial Cleansing Brush"
1784,1,"OGX Coconut Milk Shampoo – 385 ml"
1784,2,"شامبو بحليب جوز الهند من او جي اكس – 385 مل"
1785,1,"OGX Thick & Full + Biotin & Collagen Shampoo – 385ml"
1787,1,"OGX Renewing + Argan Oil of Morocco Shampoo – 385ml"
