product_id,language_id,name,gtin,sku
1731,1,"Olive Oil Hair Mask Cream - 1000ml","6297938832221","6297938832221"
1731,2,"كريم حمام الزيت بزيت الزيتون 1000مل","6297938832221","6297938832221"
1732,1,"Honey Hair Mask Cream 1000ml","6297938832726","6297938832726"
1732,2,"كريم حمام الزيت بالعسل 1000مل","6297938832726","6297938832726"
1733,1,"Coffee Oil Replacement Bath Cream 1000ml","6297938832627","6297938832627"
1733,2,"كريم حمام الزيت بالقهوة 1000مل","6297938832627","6297938832627"
1734,1,"Coconut Oil Hair Mask Cream 1000ml","6297938832528","6297938832528"
1734,2,"كريم حمام الزيت بجوز الهند 1000مل","6297938832528","6297938832528"
1735,1,"Avocado Oil Hair Mask Cream 1000ml","6297938832320","6297938832320"
1735,2,"كريم حمام الزيت بالأفوكادو 1000مل","6297938832320","6297938832320"
1736,1,"Krem Kap Face and Body Scrub and Whitening Cream 500g","8019622354004","8019622354004"
1737,1,"Feyzo Whitening Scrub Cream for Face and Body - 700g","5281111373350","5281111373350"
1737,2,"كريم سنفرة مبيض للوجه والجسم من فيزو 700جم","5281111373350","5281111373350"
1738,1,"Argan Oil Hair Mask Cream 1000ml","6297938826725","6297938826725"
1738,2,"كريم حمام الزيت بزيت الارغان 1000مل","6297938826725","6297938826725"
1739,1,"Tيسي Dental Floss","1005160028030","1005160028016"
1740,1,"Waxed Mint Dental Floss - 50 Meters","1005160028108","1005160028108"
1741,1,"Sunset Cafe Avalon Peach Unisex Perfume - 100ml","788119003005","788119003005"
1742,1,"Wadi Al-Nahl Sweet Almond Oil - 125 ml","1400300200077","1400300200077"
1743,1,"NIVEA Aloe Vera Body Moisturizing Lotion - 400ml","4005900490612","4005900490612"
1744,1,"Moroccan Nila Powder for Face and Body","62870627280","6225458000127"
1745,1,"Turmeric Powder for Face and Body","6211860954127","6211860954127"
1745,2,"بودرة الكركم للوجه و الجسم","6211860954127","6211860954127"
1746,1,"OVAST Smart Hair Incense Burner","2022050160242","2022050160242"
1746,2,"مبخرة الشعر الذكية من OVAST","2022050160242","2022050160242"
1748,1,"Vatika Henna Hair Color - Black","6291069701753","6291069701753"
1749,1,"Sundoshine Vitamin E Oil for Skin and Face - 75ml","6947825835247","6947825835247"
1750,1,"Moroccanoil Bath Sponge","6291100270187","6291100270187"
1751,1,"Moroccanoil Bath Sponge","6291100270248","6291100270248"
1751,2,"اسفنجة استحمام من موروكان اويل","6291100270248","6291100270248"
1752,1,"Moroccanoil Bath Sponge","6291100278664","6291100278664"
1753,1,"Lacalut Whitening Toothpaste, 75 ml","4016369546727","4016369546727"
1755,1,"Radian Massage Cream 100g","5011309146912","5011309146912"
1757,1,"Hair Dye, Black - 6g","4902806001945","4902806001945"
1757,2,"صبغة شعر، اسود - 6 جم","4902806001945","4902806001945"
1758,1,"Sasha Original Japanese Hair Pins Box - Medium Size","6900865722021","6900865722021"
1758,2,"علبة دبوس شعر sasha ياباني متوسط اصلي","6900865722021","6900865722021"
1761,1,"Eyebrow Soap 25g","6930236302897","6930236302897"
1762,1,"Lifebuoy Lemon Fresh Body Wash 300ml with Loofah","6281006482074","6281006482074"
1763,1,"Crystal Hair Eraser","6878899955566","6878899955566"
1763,2,"ممحاة شعر من كريستال","6878899955566","6878899955566"
1764,1,"Signal Toothbrush For Kids 1+1 FREE","6281006524439","6281006524439"
1764,2,"فرشاه أسنان سيجنال للأطفال 1+1 مجاناً","6281006524439","6281006524439"
1766,1,"World Care Disposable Towels - Size 25*40 cm, 50 Pieces","6287022500525","6287022500525"
1766,2,"مناشف للاستعمال مرة واحدة من وورلد كير - مقاس 25*40  50حبة","6287022500525","6287022500525"
1767,1,"World Care Disposable Towels - Size 70*140 cm, 25 Pieces","6287022500495","6287022500495"
1767,2,"مناشف للاستعمال مرة واحدة من وورلد كير - مقاس 70*140  25قطعة","6287022500495","6287022500495"
1768,1,"World Care Disposable Towels - Size 50*100 cm, 50 Pieces","6287022500501","6287022500501"
1768,2,"مناشف للاستعمال مرة واحدة من وورلد كير - مقاس 50*100  50حبة","6287022500501","6287022500501"
1769,1,"Soothing Care Cream for Irritated Skin - 100ml","5205507010124","5205507010124"
1770,1,"Palmer's for Stretch Marks 125g","010181040764","010181040764"
1770,2,"بالمرز لعلامات تمدد الجلد 125جم","010181040764","010181040764"
1773,1,"Palmer's Coconut Oil Formula Hair Food Formula 250g","010181023705","010181023705"
1774,1,"Alfaparf Milano Keratin Therapy Shampoo and Conditioner Set, 250ml Each","8021357997111","8021357997111"
1776,1,"Dove Avocado Strength Shampoo, 200ml","6281006604438","6281006423282"
1776,2,"شامبو دوڤ قوة الأفوكادو، 200مل","6281006604438","6281006423282"
1777,1,"Avalon Peach Perfume by Sunset Cafe - 22 ml","788119003081","788119003081"
1778,1,"Lifebuoy Complete Soap 10, 125g","6281006483644","6281006483644"
1780,1,"Sunsilk Shine & Strength Hair Styling Cream 275ml","6281006547322","6281006547322"
1781,1,"Sunsilk Hair Styling Cream with Coconut Oil - 275ml","6281006547407","6281006547407"
1782,1,"Closeup Red Hot Toothpaste - 120ml","6221155039774","6221155039774"
1782,2,"معجون أسنان كلوس أب احمر - 120مل","6221155039774","6221155039774"
1783,1,"Start Makers Double-Sided Facial Cleansing Brush","6911183230181","6900358032163"
1784,1,"OGX Coconut Milk Shampoo – 385 ml","022796970053","022796970053"
1784,2,"شامبو بحليب جوز الهند من او جي اكس – 385 مل","022796970053","022796970053"
1785,1,"OGX Thick & Full + Biotin & Collagen Shampoo – 385ml","0022796976703","022796976703"
1787,1,"OGX Renewing + Argan Oil of Morocco Shampoo – 385ml","022796976116","022796976116"
1788,1,"OGX Renewing + Argan Oil of Morocco Conditioner – 385 ml","022796971111","022796971111"
1789,1,"Johnson's Body Wash with Skin-Renewing Oils - 400ml","3574661543888","3574661543888"
1790,1,"Johnson's Body Wash with Papaya Extract - 400ml","3574661093666","3574661093666"
1791,1,"Johnson's Body Wash with Pomegranate Flower Extract - 400ml","3574661093956","3574661093956"
1792,1,"Johnson's Body Wash Liquid Soap With Milk, Honey &amp; Oats Extract 400 ml","3574661385730","3574661385730"
1794,1,"Johnson's Body Wash with Yogurt, Peach, and Coconut Extracts - 400ml","3574661385716","3574661385716"
1794,2,"سائل للإستحمام مع خلاصة اللبن والخوخ وجوز الهند من جونسون  400 مل","3574661385716","3574661385716"
1795,1,"Makeup Setting Spray with Vitamin E - 150ml","6281056379522","6281056379522"
1796,1,"Rembrandt Roses Vanilla Body Mist - 200ml","6281056589204","6281056589204"
1796,2,"معطر جسم روزس فانيلا من رامبرانت 200مل","6281056589204","6281056589204"
1797,1,"Rembrandt Supreme Floral Body Mist - 200ml","6281056589211","6281056589211"
1797,2,"معطر جسم سوبريم فلورل من رامبرانت 200مل","6281056589211","6281056589211"
1798,1,"Rembrandt Shake the Night Body Mist - 200ml","6281056589235","6281056589235"
1798,2,"معطر جسم شاك ذا نايت  من رامبرانت 200مل","6281056589235","6281056589235"
1799,1,"Rembrandt Life Beige Body Mist - 200ml","6281056589228","6281056589228"
1799,2,"معطر جسم لايف بيج من رامبرانت 200مل","6281056589228","6281056589228"
1800,1,"Vicks VapoRub Topical Ointment 50g","4015600000547","4015600000547"
1800,2,"مرهم فابورب الموضعي من فيكس 50 جم","4015600000547","4015600000547"
1801,1,"Vicks VapoRub Topical Ointment 100g","4015600000530","4015600000530"
1802,1,"Dove Body Care Cream 150ml","6281006409620","6281006409620"
1803,1,"Vaseline Intensive Care Healthy Hands & Stronger Nails Cream - 75ml","8712561485524","8712561485524"
1804,1,"Vaseline Hand and Nail Cream - 75 ml","8710447391259","8710447391259"
1805,1,"Vaseline Intensive Care Lotion for Extremely Dry Skin - 75 ml","8720181101267","8720181101267"
1805,2,"لوشن فازلين العناية بالبشرة شديدة الجفاف- 75 مل","8720181101267","8720181101267"
1806,1,"Vaseline Intensive Care Cream - 75 ml","8712561480307","8712561480307"
1807,1,"Vaseline 2-in-1 Dry Hands Cream - 75 ml","8720181053702","8720181053702"
1808,1,"Sebamed Cleansing Bar for Sensitive and Problematic Skin","4103040111784","4103040111241"
1809,1,"Nail Polish Dryer 150ml","7618900916609","7618900916609"
1810,1,"Golden Teeth Whitening Mouthwash 250ml","7640162327428","7640162327428"
1810,2,"غسول الفم الذهبي لتبييض الأسنان250مل","7640162327428","7640162327428"
1811,1,"Bio-Oil Dry Skin Gel, 50 ml","6001159119166","6001159119166"
1811,2,"جل بيو اويل للبشرة الجافة، 50 مل","6001159119166","6001159119166"
1812,1,"Bio-Oil Skincare Oil - 60ml","6001159113126","6001159113126"
1812,2,"بيو أويل زيت لعلاج الندوب وعلامات التمدد - 60 مل","6001159113126","6001159113126"
1813,1,"Geliga Muscle Pain Relief Cream, 20g","8993176722161","8993176722161"
1813,2,"كريم تخفيف الام العضلات من جيليجا، 20 جم","8993176722161","8993176722161"
1814,1,"Ditansimo Toothpaste, 75 ml","7640162322355","7640162322355"
1814,2,"معجون أسنان من  ديتانسيمو، 75 مل","7640162322355","7640162322355"
1815,1,"Coconut Moisturizing Body Cream - 500 ml","616762141686","616762141686"
1816,1,"Nivea Deodorant - 40ml","42217572","42217572"
1816,2,"مزيل عرق من  نيفيا- 40مل","42217572","42217572"
1817,1,"Water Dental Flosser","121212",""
1817,2,"جهاز خيط تنظيف الاسنان","121212",""
1818,1,"Hery Lipstick","6922946005793","6922946005793"
1818,2,"روج احمر شفاة من هيري","6922946005793","6922946005793"
1819,1,"Rich Body Moisturizing Cream with Glycerin and Vitamins A & E - 500ml","6001374081026","6001374081026"
1820,1,"Rich Musk Body Moisturizing Cream - 500 ml","6001374081064","6001374081064"
1821,1,"Cocoa Butter Smoothing Cream - 500ml","6001374081033","6001374081033"
1822,1,"Beauty Vitamins for Hair & Nails for Women - 60 Gummies","3830060726865","3830060726865"
1823,1,"Watermans Hair Growth Conditioner 250ml","634158569661","634158569661"
1824,1,"Wellzed Baby Water Wipes - 100 Wipes","6287011271535","6287011271535"
1824,2,"منديل بالماء للاطفال من ويلزيد   100منديل","6287011271535","6287011271535"
1825,1,"Johnson's Micellar Makeup Remover Wipes for Normal Skin - 25 Wipes","3574661558882","3574661558882"
1826,1,"Feminine wipes, musk scent, 20 handkerchiefs","6287001780009","6287001780009"
1827,1,"Ultra Doux 3-in-1 Repairing Hair Food - 390ml","3600542370271","3600542370271"
1828,1,"Ultra Doux Nourishing 3-in-1 Hair Food 390ml","3600542370110","3600542370110"
1829,1,"Ultra Doux 3-in-1 Smoothing Hair Food with Coconut and Macadamia for Dry Hair - 390ml","3600542370196","3600542370196"
1830,1,"Ultra Doux 3 in 1 moisturizing hair food 390 ml","3600542371063","3600542371063"
1831,1,"Natural Glycerin Oil, 185 ml","6287016070096","6287016070096"
1833,1,"Lux Magical Beauty Body Wash with Loofah - 250ml","6281006570306","6281006570306"
1834,1,"Colgate Plax Mouthwash, 500ml","8850006304884","8850006304884"
1835,1,"Active Mouthwash - 300 ml","4016369546123","4016369546123"
1836,1,"Wilkinson Hair Dye with 6% Oxygen (20 Volume), 60 ml","40568201","40568201"
1837,1,"Wilkson Hair Color Oxygen Developer Blonde 9% 30 Volume, 60 ml","4056800031191","4056800031191"
1838,1,"Garnier Makeup Remover for Sensitive Skin - 200ml","3600542382885","3600542382885"
1838,2,"مزيل مكياج  للبشرة الحساسة من غارنييه - 200مل","3600542382885","3600542382885"
1839,1,"NIVEA Eye Makeup Remover 125ml","4005808571512","4005808571512"
1840,1,"NIVEA Eye Makeup Remover - 125 ml","4005900250445","4005900250445"
1841,1,"Beesline Rose Fragrance Deodorant (2 Pieces)","5281018567968","5281018086094"
1841,2,"مزيل عرق بعطر الورد من بيزلين(قطعتين)","5281018567968","5281018086094"
1842,1,"Beesline Fragrance-Free Deodorant - 50 ml","5281018003039","5281018003039"
1842,2,"مزيل عرق خالي من العطور من بيزلين 50 مل","5281018003039","5281018003039"
1843,1,"Beesline Skin Moisturizing and Whitening Cream - 150g","5281018003138","5281018003138"
1843,2,"كريم لترطيب وتفتيح البشرة من بيزلين 150جم","5281018003138","5281018003138"
1844,1,"Beesline Invisible Touch Deodorant - 50ml","5281018003862","5281018003862"
1844,2,"مزيل عرق لمسة خفية من بيزلين 50 مل","5281018003862","5281018003862"
1845,1,"Beesline Indian Incense Deodorant - 50 ml","5281018003886","5281018003886"
1845,2,"مزيل عرق بخور هندي من بيزلين 50 مل","5281018003886","5281018003886"
1846,1,"Beesline Cotton Softness Deodorant (2 Pieces)","5281018086810","5281018086810"
1846,2,"مزيل عرق نعومة القطن من بيزلين(قطعتين)","5281018086810","5281018086810"
1847,1,"Beesline Facial Wash for Oily and Acne-Prone Skin - 250ml","5281018004050","5281018004050"
1847,2,"غسول الوجه للبشرة الدهنية المعرضة لحب الشباب  من بيزلين 250 مل","5281018004050","5281018004050"
1848,1,"Beesline Whitening Sensitive Zone Soap - 110g","5281018003220","5281018003220"
1848,2,"صابونة لتفتيح المنطقة الحساسة من بيزلين 110 جم","5281018003220","5281018003220"
1849,1,"Beesline Breeze Freshness Deodorant (2-Piece Set)","5281018567999","5281018567999"
1849,2,"مزيل عرق انتعاش النسيم من بيزلين(قطعتين)","5281018567999","5281018567999"
1850,1,"Nivea Soft Moisturizing Cream 100ml","4005808890590","4005808890590"
1850,2,"كريم مرطب نيفيا سوفت 100","4005808890590","4005808890590"
1851,1,"Kojie San Skin Lightening Soap - Pack of 3 (100g each)","4809014128337","4809014128337"
1851,2,"صابون كوجي سان لتفتيح البشرة ثلاث عبوات 100 جم","4809014128337","4809014128337"
1852,1,"SkinWhite Classic Whitening Soap, 135g","4800119120943","4800119120943"
1852,2,"صابون تبييض كلاسيكي من سكينوايت، 135جم","4800119120943","4800119120943"
1853,1,"Eucerin Roughness Relief Spot Treatment Cream - 71g","072140024406","072140024406"
1853,2,"كريم علاج فوري لخشونة البشرة من يوسيرين 71جم","072140024406","072140024406"
1854,1,"Move On Massage Cream - 50 ml","8809328358587","8809328358587"
1854,2,"كريم تدليك موف اون  50 مل","8809328358587","8809328358587"
1855,1,"Oral-B Dental Floss - 50 Meters","5010622005012","5010622005012"
1855,2,"خيط اسنان من اورال-بي 50 متر","5010622005012","5010622005012"
1856,1,"L'Oréal Elvive Extraordinary Oil Serum for Very Dry and Frizzy Hair - 100ml","3600522680147","3600522263685"
1856,2,"سيروم للشعر شديد الجفاف والمجعد الفيف اكسترا اورديناري من لوريال 100مل","3600522680147","3600522263685"
1857,1,"Signal Toothpaste, 120 ml","6281006412521","6281006412521"
1857,2,"معجون أسنان سيجنال، 120 مل","6281006412521","6281006412521"
1858,1,"Eveline Hand Whitening Cream - 100 ml","5907609356833","5907609356833"
1858,2,"كريم تبييض اليدين  من ايفلين 100 مل","5907609356833","5907609356833"
1859,1,"Argan Soothing and Moisturizing Spray 150ml","8809514486322","8809514486322"
1859,2,"بخاخ الأرغان المهدئ والمرطب 150 مل","8809514486322","8809514486322"
1860,1,"Nawras Abaya Cleaning Wipes - 25 Wipes","6928388520948","6939442610215"
1860,2,"مناديل نورس  منظفة للعباية 25 منديل","6928388520948","6939442610215"
1861,1,"3-in-1 Nail Clipper","6900145983609","6900145983609"
1861,2,"قصافة اظافر 3في 1","6900145983609","6900145983609"
1862,1,"Skin Whitening Cream 30ml","6181100531008","6181100531008"
1862,2,"كريم تبييض البشرة 30 مل","6181100531008","6181100531008"
1865,1,"Korean Body Scrub & Exfoliating Mitt","8802392120418","8802392120418"
1865,2,"الليفة الكورية لتنظيف الجسم وتقشيره","8802392120418","8802392120418"
1867,1,"3 piece razor blade set","4902470171036",""
1867,2,"طقم شفرات فلامنجو  للتحديد 3 قطع","4902470171036",""
1869,1,"Max Elegance Nail File Set - 3 Pieces","6986600166367","6957150163540"
1869,2,"طقم مبارد اظافر من ماكس اليجانس 3قطع","6986600166367","6957150163540"
1870,1,"Kai Facial Hair Removal Razors - 3 Razors","8906081442086","8906081442086"
1870,2,"شفرات ازالة شعر الوجه 3 شفرات - كاي","8906081442086","8906081442086"
1871,1,"Dentissimo Kids Toothpaste (Ages 2-6 Years)","7640162322393","7640162322393"
1871,2,"معجون أسنان الأطفال دنتسيمو من عمر (2- 6 سنوات)","7640162322393","7640162322393"
1873,1,"Beesline Whitening & Exfoliating Body Soap, 100g","5281018003121","5281018003121"
1873,2,"صابون تبيض وتقشير للجسم من بيزلين، 100 جرام","5281018003121","5281018003121"
1874,1,"Beesline Whitening Lifting Night Cream - 50ml","5281018003237","5281018003237"
1874,2,"كريم شّد الوجه الليلي المُبيّض من بيزيلين- 50 مل","5281018003237","5281018003237"
1875,1,"Beesline Total Dry Deodorant - 50ml","5281018088197","5281018088197"
1875,2,"مزيل عرق جفاف تام من بيزلين 50 مل","5281018088197","5281018088197"
1876,1,"Beesline Whitening Sensitive Zone Cream - 50ml","5281018003145","5281018003145"
1876,2,"كريم تفتيح المنطقة الحساسة من بيزلين50مل","5281018003145","5281018003145"
1877,1,"Beesline Silver-Infused Deodorant for Men - 50ml","5281018088234","5281018088234"
1877,2,"مزيل عرق مدعم بالفضة للرجال من بيزلين 50 مل","5281018088234","5281018088234"
1878,1,"Beesline Deo Roll-On Sport Pulse - 50 ml","5281018003893","5281018003893"
1878,2,"مزيل عرق  رول اون ديو برائحة سبورت بلس من بيزلين 50 مل","5281018003893","5281018003893"
1879,1,"Beesline Gold Tanning Oil, 200 ml","5281018953464","5281018953464"
1879,2,"زيت تسمير ذهبي من بيزلين، 200 مل","5281018953464","5281018953464"
1880,1,"Beesline Makeup Remover - 150 ml","5281018881682","5281018881682"
1880,2,"مزيل المكياج  من بيزلين 150 مل","5281018881682","5281018881682"
1881,1,"Beesline Natural Deodorant 50ml","5281018019023","5281018019023"
1881,2,"مزيل عرق الطبيعي من بيزلين 50 مل","5281018019023","5281018019023"
1882,1,"Beesline Instant Brightening Roll-On Deodorant for Women - 50ml","5281018088142","5281018088142"
1882,2,"مزيل عرق انارة فورية للنساء من بيزلين 50 مل","5281018088142","5281018088142"
1883,1,"Beesline Forest Breeze Roll-On Deodorant - 50 ml","5281018003169","5281018003169"
1883,2,"مزيل عرق نسمة من الغابة  من بيزلين 50 مل","5281018003169","5281018003169"
1884,1,"Vegan Propolis Facial Purifying Soap","5281018004036","5281018004036"
1884,2,"صابونة نباتية لتنقية الوجه بصمغ النحل","5281018004036","5281018004036"
1886,1,"Beesline Cranberry Facial Whitening Soap - 85g","5281018087008","5281018087008"
1886,2,"صابون تفتيح الوجه بالتوت البري من بيزلين 85جم","5281018087008","5281018087008"
1887,1,"Beesline Skin Whitening Soap 85g","5281018003077","5281018003077"
1887,2,"صابون تفتيح البشرة من بيزلين 85جم","5281018003077","5281018003077"
1888,1,"CeraVe Renewing Foot Cream 88ml","3337875597296","3337875597296"
1888,2,"كريم اصلاح القدم من سيرافي 88 مل","3337875597296","3337875597296"
1889,1,"Beesline 5-in-1 Deodorant (2-Piece Set)","5281018086063","5281018086063"
1889,2,"مزيل عرق5في 1 من بيزلين(قطعتين)","5281018086063","5281018086063"
1890,1,"Beesline Pearl Shine Deodorant (2 Pieces)","5281018568033","5281018086803"
1890,2,"مزيل عرق تألق اللؤلؤ من بيزلين(قطعتين)","5281018568033","5281018086803"
1891,1,"Beesline Arabian Oud Deodorant (2-Piece Set)","5281018089002","5281018089002"
1891,2,"مزيل عرق  عودعربي من بيزلين(قطعتين)","5281018089002","5281018089002"
1892,1,"Beesline Whitening Care Deodorant - 50% Off on the Second Piece","5281018567975","5281018567975"
1892,2,"مزيل عرق  عناية التفتيح خصم 50% على الحبة الثانية من بيزلين","5281018567975","5281018567975"
1893,1,"Beesline Silver-Infused Deodorant for Women - 50ml","5281018088159","5281018088159"
1893,2,"مزيل عرق مدعم بالفضة  للنساء من بيزلين 50 مل","5281018088159","5281018088159"
1894,1,"Beesline Rose Fragrance Deodorant - 50ml","5281018003152","5281018003152"
1894,2,"مزيل عرق بعطر الورد من بيزلين50مل","5281018003152","5281018003152"
1895,1,"Beesline Arabian Oud Roll-On Deodorant - 50ml","5281018003879","5281018003879"
1895,2,"مزيل عرق  عودعربي من بيزلين 50مل","5281018003879","5281018003879"
1896,1,"Dentissimo Kids Toothpaste (6+ Years)","7640162322409","7640162322409"
1896,2,"معجون أسنان الأطفال دنتسيمو من عمر (+6 سنوات)","7640162322409","7640162322409"
1897,1,"Dentissimo Black Toothpaste, 75 ml","7640162324304","7640162324304"
1897,2,"معجون أسنان  أسود،دينتيسيمو  75 مل","7640162324304","7640162324304"
1898,1,"Dentissimo Advanced Gold Toothpaste, 75 ml","7640162324298","7640162324298"
1898,2,"معجون أسنان  ذهبي،دينتيسيمو  75 مل","7640162324298","7640162324298"
1899,1,"Crystal Serum 100ml","6291100270675","6291100270675"
1899,2,"سيروم كريستال  100 مل","6291100270675","6291100270675"
1900,1,"Crystal Serum 60ml","6291100272549","6291100272549"
1900,2,"سيروم كريستال  60 مل","6291100272549","6291100272549"
1901,1,"La Roche-Posay Effaclar Duo Moisturizing and Correcting Gel - 40ml","3337875598071","3337875750042"
1901,2,"جل ترطيب وتصحيح البشرة  ايفاكلار ديومن لاروش بوزاي - 40مل","3337875598071","3337875750042"
1902,1,"Flawless Gold-Plated Eyebrow Hair Remover","5010724536162","5010724536162"
1902,2,"مزيل شعر الحواجب مطلي بالذهب من  فلوليس","5010724536162","5010724536162"
1903,1,"Carefree Fresh Scent Daily Pantyliners - 48 Pieces","3574660625769","357466625769"
1903,2,"فوط ذات عطرمنعش من كيرفري 48 قطعة","3574660625769","357466625769"
1904,1,"Vatika Brown Hair Henna - 60g","6291069701746","6291069701746"
1904,2,"حناء بني للشعر  من فاتيكا 60 جم","6291069701746","6291069701746"
1905,1,"Nunu Baby Powder 100g","6281053210309","6281053210309"
1905,2,"بودرة  للأطفال من نونو 100 جم","6281053210309","6281053210309"
1906,1,"Taharah Intimate Wash 100ml","6287001780085","6287001780085"
1906,2,"غسول طهارة للمناطق الحساسة 100مل","6287001780085","6287001780085"
1907,1,"Clean & Clear Morning Energy Face Wash, 150ml","3574660682243","3574660682243"
1907,2,"غسول مورنينج انرجي  من كلين اند كلير، 150 مل","3574660682243","3574660682243"
1908,1,"Signal Toothpaste 100ml","6221155117373","6221155117403"
1908,2,"معجون أسنان سيجنال 100 مل","6221155117373","6221155117403"
1909,1,"Sensodyne Extra Fresh Toothpaste 50ml","018653005358","018653005358"
1909,2,"معجون أسنان سنسوداين انتعاش زائد  50 مل","018653005358","018653005358"
1910,1,"Sensodyne Multi Care Toothpaste 50ml","5000198257502","5000198257502"
1910,2,"معجون أسنان سنسوداين عناية متعددة 50 مل","5000198257502","5000198257502"
1911,1,"Nunu Baby Oil - 200 ml","6281053212136","6281053212136"
1911,2,"زيت للاطفال من نونو 200 مل","6281053212136","6281053212136"
1912,1,"Dove Intensive Body Cream, 75 ml","6281006409545","6281006409545"
1912,2,"كريم الجسم المكثف من دوف، 75 مل","6281006409545","6281006409545"
1913,1,"Nunu Baby Shampoo - 200 ml","6281053211900","6281053211900"
1913,2,"شامبو للاطفال من نونو 200 مل","6281053211900","6281053211900"
1914,1,"Papermints Leaf Mint Capsules - 18 Capsules","5425010092251","5425010092251"
